7200	MISCELLANEOUS SERVICES	-- Service of equipment--7260 or 7201-9 -- Sports officials fees--7222 -- Stipends--must conform to one of the following: o 7770--SCHOLARSHIP/FELLOWSHIP/STIPEND (78xxxx) o 7471--MISCELLANEOUS STIPENDS (non-78xxxx) o 7900--HONORARIA to scholars for academic activity o 7215--PARTICIPANT SUPPORT-GENERAL o 7216--PARTICIPANT SUPPORT-UNDERGRAD o 7217--PARTICIPANT SUPPORT-FACILITATORS (mentors) o 7200--MISCELLANEOUS SERVICES as covered by appropriate contract for independent personal services or consultation -- Subcontracts (KK's--7300 and/or 7305 -- Survey incentives--7223 Temporary services--7224	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7201-09	USER DEFINED - SERVICES	Same as 7200. May be used to categorize costs of this type.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7211	INTRADEPARTMENT TRANSFER	ACCOUNTING USE ONLY	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7212	CARRY FORWARD	ACCOUNTING USE ONLY	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7215	PARTICIPANT SUPPORT-GENERAL	Payments to or on behalf of participants/trainees in connection with a (charges excluded from overhead) sponsored project for items such as stipends (subsistence allowances), travel (NOT VALID WITH SUB 3) allowances, and registration fees in connection with meetings, conferences, symposia or training projects. If support is federally funded, participants cannot receive compensation, either directly or indirectly from other federal sources while participating in the project. Participant support costs must be separately identified in the budget and approved from the sponsoring agency. These charges are excluded from indirect cost if agency policy restricts assessment on participant costs. Guidance on the use of this code should be sought from departmental or Accounting personnel familiar with the particulars of the award in question. Amounts are tax reportable unless processed as fully substantiated reimbursements. Use 7216 for payments to undergraduates.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7216	PARTICIPANT SUPPORT-UNDERGRAD	Non-financial aid subsistence allowance payments to undergraduates in (charges excluded from overhead) connection with a sponsored project for the purpose of participating in a (NOT VALID WITH SUB 3) research experience program. Use 7770 only if budgeted to account 78xxxx. Budgetary disclosure requirements in 7215 apply. Amounts are not tax reportable, but may be taxable to the recipient.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7217	PARTICIPANT SUPPORT-FACILITATORS	Program support payments to voluntary participants, such as teachers, (charges excluded from overhead) providing peer group facilitation under sponsored projects. Budgetary (NOT VALID WITH SUB 3) disclosure requirements in 7215 apply. Amounts are tax reportable.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7220	MEMBERSHIPS/SUBS; FED ALLOW	Cost of the institution's membership in business, technical, and professional organizations and cost of subscriptions to periodicals issued by these organizations. Must use 7720 for civic, community, social memberships. Typically Facilities & Administrative cost	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7222	SPORT'S OFFICIALS FEES		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7223	PAYMENTS TO HUMAN SUBJECTS	Includes the cost of incentives to survey participants. Must be disclosed in the research protocol--copy attached to payment request.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7224	TEMPORARY SERVICES	Provided by an outside agency -- Typically Facilities & Administrative cost	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7225	PERMITS-TAXES-FEES	Only research related permits can be charged to contracts and grants. Use 7700 for fines and penalties, 7229 for immigration processing expenses	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7226	CREDIT CARD FEES	Used by campus merchants to clear bank fees from balance sheet account	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7227	BANK FEES		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7229	EMPLOYMENT VISAS	Legal expenses, INS fees, and related expenses paid in connection with obtaining temporary or permanent residency status	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7230	ADVERTISING;FEDERALLY CHARGED	Media costs of advertising for (1) personnel recruitment, (2) procurement of goods or services, (3) disposal of scrap or surplus materials, or (4) purposes necessary to meet the requirements of a sponsored agreement. Must use 7730 for public relations, all other media expenses, promotional items.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7235	CONSULTANTS	"CS" consulting service agreements negotiated by Business Services.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7240	PERFORMANCE FEES	Speakers, performers who do not meet the honoraria criteria	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7250	FOOD-BUSINESS MEET/CONFERENCES	Food & Beverages for Business Meeting/Conferences: Food and beverage costs of University business meetings or conferences held primarily for the dissemination of technical information or of an administrative nature. NOT used for entertainment and social activity expenses. Must use 7750 for alcohol, social activities, entertainment.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7255	CONFERENCE-CREDIT CARD CHARGES		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7260	SERVICE OF EQUIPMENT	Service, maintenance and repair of office equipment, computers. Maintenance agreements for such.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7265	MICROFILM/FICHE SERVICES		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7270	DEPRECIATION	For Accounting use only	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7275	INSURANCE		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7280	SERVICES - DEPARTMENT RECHARGE	Charges from approved campus recharge units. Used with code 3900.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7281	SPECIAL HANDLING FEES	ACCOUNTING USE ONLY	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7295	ON-CAMPUS WORK-STUDY	User department's share of Financial Aid's cost of administration. SURCHARGE	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7299	ADMINISTRATIVE OVERHEAD	Recharges to auxiliary units - Accounting use only	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7300	3RD PARTY COSTS EXCLD FROM OH	Subcontract (KK) expenditures to contracts or grants that are above the $25,000 limitation for inclusion in the indirect cost calculation. This object code excludes these expenditures from the "Modified Direct Cost Totals" to which the indirect cost rate is applied. The $25,000 limitation applies to each subcontract. A subcontract is limited to a single third party source and a single activity. Use 7305 for the initial $25,000 of expenditure.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7305	3RD PARTY COSTS INCLD IN OHEAD	Subcontract (KK) expenditures of $25,000 or less with single third parties outside the University. Use 7300 for cumulative expenditures in excess of $25,000.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7310	FINGERPRINTING		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7315	HIPPA EXPENSES-PA&REC ONLY		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7318	GUARANTEES	Athletics	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7324	RECRUITING MEMBERSHIP	Athletics	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7327	GAME EXPENSES PARKING-POLICE	Athletics	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7350-91	USER DEFINED-SERVICES		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7392	BUDGET SUPPORT PROGRAM		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7393-4	USER DEFINED-SERVICES		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7395	DEPARTMENTAL RECHARGE INCOME		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7400	ONE MO EARN PD TO DEP DEC EMPL	One month's earnings paid to dependent of deceased employee	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7450	EMPLOYEE DEVELOPMENT	Non-IAP expenses--may be taxable to recipient	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7455	EXTENSION TUITION		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7456	EXTENSION CONCURRENT COURSES		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7460	SRDP DEVELOPMENT AWARD	SRDP--Staff Recognition & Development Program	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7465	SRDP DEVELOPMENT AWARD FUNDING	SRDP--Staff Recognition & Development Program	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7470	STUDENT PRIZES/AWARDS	Cash awards and prizes for past academic performance. Amounts are tax reportable. If budgeted to account 78xxxx, use 7770	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7471	MISCELLANEOUS STIPENDS	Used for non UC persons and non UCSB students receiving non-service academic support. Use 7770 (budgeted to 78xxxx) only for UCSB students Amounts are not tax reportable, but may be taxable to the recipient. Payments for dependent personal services rendered (employment) must be paid through payroll. Independent personal services require a formal contract and are tax reportable.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7500	PAYMENT OF UCRS BENEFITS		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7610	COMPUTING & DP SERVICES-ADMIN	Administration (includes system development, maintenance) for use by organized systems units - interdepartmental recharge only.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7620	COMPUTING & DP SERVICES-ACAD	Academic (includes system development, maintenance) for use by organized systems units - interdepartmental recharge only.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7700	FINES AND PENALTIES	Costs of all fines, penalties, interest, disallowances, settlements or legal Unallowable charges to federal awards judgments against the University resulting from violations of federal, state, local, or foreign laws and regulations.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7710	DONATIONS AND CONTRIBUTIONS	Costs of donations, contributions and gifts, regardless of recipient. Examples Unallowable charges to federal awards include: purchase of flowers or gifts outside of an established employee morale program; purchase of raffle tickets or tickets to events, where the primary purpose is to benefit the selling organization; and contributions to business, technical or professional organizations beyond standard membership fees.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7720	MEMBERSHIPS/SUBS;FED UNALLOW	Cost of membership in any civic or community organizations, country club, Unallowable charges to federal awards social or dining club or organization and the cost of any subscriptions to periodicals issued by these organizations. Also see 7220	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7730	ADVERTISING;FED UNCHARGEABLE	Advertising Including Public Relations & Promotions: Media expenses for all Unallowable charges to federal awards advertising other than expenses identified under 7230. Also include costs of all promotional items and memorabilia, e.g. brochures, t-shirts, etc. Also see 7230.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7740	PATIENT CARE (medical/health	Payments to physicians, physicians' corporations, or other suppliers of health payments) and medical services. Includes costs incurred by academic departments and Unallowable charges to federal award, organized research units for charges or recharges made by any hospital or clinic, including University affiliated hospitals and clinics. Amounts paid to healthcare providers/entities are tax reportable.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7750	SOCIAL ACTIVITY-ENTERTAINMENT	Social Activities & Entertainment: Costs of alcoholic beverages and social or Unallowable charges to federal awards entertainment events including amusement, diversion, and social activities and any costs directly associated with such costs such as tickets to shows or sports events, meals, lodging, rentals, transportation, and gratuities. Also see 7250	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7751	NON-CASH AWARDS-GIFTS	Costs incurred under Business and Finance Bulletins G-41 and G-42 Unallowable charges to federal awards	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7755	COMMENCEMENT & CONVOCATN	Expenses that are directly associated with commencement and convocation COSTS functions such as the costs for printing programs, receptions, etc. Unallowable charges to federal awards Costs often need entertainment processing, authorization by Purchase Orders, Catering Contracts, Personal Services Agreements, Rental Contracts, etc.	7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7757	UNIVERSITY HOUSE ENTERTAINMENT		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
7760	SCHOLARSHIP ALLOWANCE CREDIT		7000 - 7999 FEES FOR SERVICES--NON-PAYROLL, OTHER COSTS
